Size (Bytes),	Line Size (Bytes),	Associativity,	Num Banks,	Technology Node (um),	Operating Temp (K),	Cycle time (s),	Per-Byte Read Energy (J),	Per-Byte Write Energy (J),	Static Power (W),	Area (mm2),
67108864,	993,	2,	1,	0.065,	360,	1.59117e-09,	2.54561e-07,	3.62534e-07,	84.7033,	3726.71,
67108864,	994,	2,	1,	0.065,	360,	1.5902700000000001e-09,	2.55167e-07,	3.78061e-07,	84.62360000000001,	3729.86,
67108864,	995,	2,	1,	0.065,	360,	1.5905800000000001e-09,	2.55377e-07,	3.63337e-07,	84.68060000000001,	3734.97,
67108864,	996,	2,	1,	0.065,	360,	1.58968e-09,	2.5598400000000005e-07,	3.78863e-07,	84.6007,	3738.11,
67108864,	997,	2,	1,	0.065,	360,	1.5899900000000002e-09,	2.56193e-07,	3.6414000000000003e-07,	84.6573,	3743.22,
67108864,	998,	2,	1,	0.065,	360,	1.58909e-09,	2.56801e-07,	3.7966500000000003e-07,	84.57730000000001,	3746.37,
67108864,	999,	2,	1,	0.065,	360,	1.5894000000000001e-09,	2.57011e-07,	3.64945e-07,	84.6335,	3751.49,
67108864,	1000,	2,	1,	0.065,	360,	1.5885100000000001e-09,	2.5762e-07,	3.80468e-07,	84.5534,	3754.63,
67108864,	1001,	2,	1,	0.065,	360,	1.5888199999999999e-09,	2.5783100000000005e-07,	3.6575e-07,	84.61110000000001,	3759.77,
67108864,	1002,	2,	1,	0.065,	360,	1.58792e-09,	2.5844000000000003e-07,	3.8127100000000005e-07,	84.5308,	3762.92,
67108864,	1003,	2,	1,	0.065,	360,	1.5882300000000002e-09,	2.5865100000000003e-07,	3.6655500000000004e-07,	84.58630000000001,	3768.04,
67108864,	1004,	2,	1,	0.065,	360,	1.58734e-09,	2.5926100000000003e-07,	3.82075e-07,	84.5059,	3771.19,
67108864,	1005,	2,	1,	0.065,	360,	1.5876500000000002e-09,	2.59472e-07,	3.6736000000000003e-07,	84.56089999999999,	3776.31,
67108864,	1006,	2,	1,	0.065,	360,	1.5867500000000001e-09,	2.6008300000000007e-07,	3.82879e-07,	84.48039999999999,	3779.46,
67108864,	1007,	2,	1,	0.065,	360,	1.58707e-09,	2.6029500000000004e-07,	3.6816600000000004e-07,	84.53510000000001,	3784.59,
67108864,	1008,	2,	1,	0.065,	360,	1.5861700000000001e-09,	2.60907e-07,	3.8368300000000004e-07,	84.45439999999999,	3787.75,
67108864,	1009,	2,	1,	0.065,	360,	1.5877e-09,	2.612e-07,	3.6924400000000005e-07,	84.6456,	3794.87,
67108864,	1010,	2,	1,	0.065,	360,	1.5868000000000001e-09,	2.6181400000000004e-07,	3.8478600000000004e-07,	84.5647,	3798.02,
67108864,	1011,	2,	1,	0.065,	360,	1.5871200000000002e-09,	2.62026e-07,	3.7005100000000004e-07,	84.6184,	3803.15,
67108864,	1012,	2,	1,	0.065,	360,	1.5862300000000002e-09,	2.6264000000000003e-07,	3.8559100000000003e-07,	84.53739999999999,	3806.31,
67108864,	1013,	2,	1,	0.065,	360,	1.58655e-09,	2.62852e-07,	3.70858e-07,	84.5908,	3811.45,
67108864,	1014,	2,	1,	0.065,	360,	1.58565e-09,	2.63467e-07,	3.86396e-07,	84.5096,	3814.61,
67108864,	1015,	2,	1,	0.065,	360,	1.5859700000000003e-09,	2.6368000000000004e-07,	3.7166600000000004e-07,	84.5645,	3819.76,
67108864,	1016,	2,	1,	0.065,	360,	1.58508e-09,	2.64296e-07,	3.8720200000000003e-07,	84.4832,	3822.92,
67108864,	1017,	2,	1,	0.065,	360,	1.5854e-09,	2.6450900000000006e-07,	3.7247500000000003e-07,	84.53580000000001,	3828.06,
67108864,	1018,	2,	1,	0.065,	360,	1.5845100000000001e-09,	2.65126e-07,	3.88008e-07,	84.45439999999999,	3831.23,
67108864,	1019,	2,	1,	0.065,	360,	1.58483e-09,	2.6533999999999997e-07,	3.7328300000000005e-07,	84.5066,	3836.37,
67108864,	1020,	2,	1,	0.065,	360,	1.58394e-09,	2.65957e-07,	3.8881500000000003e-07,	84.4251,	3839.53,
67108864,	1021,	2,	1,	0.065,	360,	1.58426e-09,	2.6617100000000003e-07,	3.7409300000000007e-07,	84.4769,	3844.68,
67108864,	1022,	2,	1,	0.065,	360,	1.58337e-09,	2.66789e-07,	3.89622e-07,	84.3952,	3847.85,
67108864,	1023,	2,	1,	0.065,	360,	1.5836900000000001e-09,	2.6705200000000005e-07,	3.7495e-07,	84.4489,	3854.18,
67108864,	1024,	2,	1,	0.065,	360,	1.58191e-09,	2.67624e-07,	3.9031e-07,	84.2853,	3855.78,
67108864,	1025,	2,	1,	0.065,	360,	1.58435e-09,	2.6796800000000003e-07,	3.7603e-07,	84.551,	3864.48,
67108864,	1026,	2,	1,	0.065,	360,	1.5818900000000002e-09,	2.68337e-07,	3.91328e-07,	84.43910000000001,	3861.8,
67108864,	1027,	2,	1,	0.065,	360,	1.5822200000000001e-09,	2.68551e-07,	3.7658900000000004e-07,	84.4897,	3866.95,
67108864,	1028,	2,	1,	0.065,	360,	1.58133e-09,	2.69172e-07,	3.9213600000000006e-07,	84.4075,	3870.12,
67108864,	1029,	2,	1,	0.065,	360,	1.58166e-09,	2.69388e-07,	3.774e-07,	84.45960000000001,	3875.3,
67108864,	1030,	2,	1,	0.065,	360,	1.5807700000000001e-09,	2.7001e-07,	3.9294400000000003e-07,	84.3772,	3878.47,
67108864,	1031,	2,	1,	0.065,	360,	1.5811e-09,	2.70225e-07,	3.78211e-07,	84.427,	3883.63,
67108864,	1032,	2,	1,	0.065,	360,	1.58021e-09,	2.70848e-07,	3.9375200000000004e-07,	84.34460000000001,	3886.8,
67108864,	1033,	2,	1,	0.065,	360,	1.5805400000000002e-09,	2.7106400000000005e-07,	3.79022e-07,	84.3939,	3891.96,
67108864,	1034,	2,	1,	0.065,	360,	1.57965e-09,	2.7168700000000004e-07,	3.9456e-07,	84.3113,	3895.14,
67108864,	1035,	2,	1,	0.065,	360,	1.57998e-09,	2.71903e-07,	3.79835e-07,	84.36030000000001,	3900.3,
67108864,	1036,	2,	1,	0.065,	360,	1.5790900000000002e-09,	2.72528e-07,	3.9536900000000005e-07,	84.2776,	3903.48,
67108864,	1037,	2,	1,	0.065,	360,	1.5794200000000001e-09,	2.72745e-07,	3.8064800000000006e-07,	84.3282,	3908.66,
67108864,	1038,	2,	1,	0.065,	360,	1.5785300000000001e-09,	2.7337e-07,	3.96179e-07,	84.24539999999999,	3911.84,
67108864,	1039,	2,	1,	0.065,	360,	1.5788700000000002e-09,	2.73587e-07,	3.8146100000000006e-07,	84.29360000000001,	3917.01,
67108864,	1040,	2,	1,	0.065,	360,	1.57798e-09,	2.7421300000000005e-07,	3.96989e-07,	84.21060000000001,	3920.19,
67108864,	1041,	2,	1,	0.065,	360,	1.5795500000000002e-09,	2.7451400000000005e-07,	3.82541e-07,	84.3892,	3927.36,
67108864,	1042,	2,	1,	0.065,	360,	1.5786500000000001e-09,	2.7514100000000004e-07,	3.98092e-07,	84.306,	3930.54,
67108864,	1043,	2,	1,	0.065,	360,	1.579e-09,	2.75359e-07,	3.83356e-07,	84.3553,	3935.73,
67108864,	1044,	2,	1,	0.065,	360,	1.5781000000000002e-09,	2.7598700000000005e-07,	3.9890300000000004e-07,	84.2719,	3938.91,
67108864,	1045,	2,	1,	0.065,	360,	1.57845e-09,	2.76205e-07,	3.8417000000000003e-07,	84.3189,	3944.09,
67108864,	1046,	2,	1,	0.065,	360,	1.5775500000000002e-09,	2.7683400000000003e-07,	3.9971300000000005e-07,	84.2354,	3947.27,
67108864,	1047,	2,	1,	0.065,	360,	1.5779000000000001e-09,	2.7705200000000006e-07,	3.8498500000000003e-07,	84.2819,	3952.46,
67108864,	1048,	2,	1,	0.065,	360,	1.5770100000000001e-09,	2.7768200000000004e-07,	4.0052400000000005e-07,	84.1983,	3955.64,
67108864,	1049,	2,	1,	0.065,	360,	1.5773500000000001e-09,	2.7790100000000005e-07,	3.8580000000000003e-07,	84.2445,	3960.83,
67108864,	1050,	2,	1,	0.065,	360,	1.5764600000000002e-09,	2.78531e-07,	4.01335e-07,	84.1607,	3964.01,
67108864,	1051,	2,	1,	0.065,	360,	1.57681e-09,	2.78799e-07,	3.8666500000000003e-07,	84.20880000000001,	3970.39,
67108864,	1052,	2,	1,	0.065,	360,	1.57592e-09,	2.79431e-07,	4.02197e-07,	84.1249,	3973.58,
67108864,	1053,	2,	1,	0.065,	360,	1.57626e-09,	2.7965e-07,	3.8748200000000003e-07,	84.17030000000001,	3978.77,
67108864,	1054,	2,	1,	0.065,	360,	1.5753700000000001e-09,	2.8028300000000005e-07,	4.0300900000000003e-07,	84.08630000000001,	3981.96,
67108864,	1055,	2,	1,	0.065,	360,	1.57572e-09,	2.80503e-07,	3.8829900000000003e-07,	84.13130000000001,	3987.16,
67108864,	1056,	2,	1,	0.065,	360,	1.57483e-09,	2.8113600000000004e-07,	4.0382100000000005e-07,	84.0472,	3990.35,
67108864,	1057,	2,	1,	0.065,	360,	1.57731e-09,	2.81489e-07,	3.89539e-07,	84.3069,	3999.18,
67108864,	1058,	2,	1,	0.065,	360,	1.57642e-09,	2.8212400000000005e-07,	4.05099e-07,	84.2225,	4002.37,
67108864,	1059,	2,	1,	0.065,	360,	1.5767800000000002e-09,	2.8234400000000003e-07,	3.9035700000000003e-07,	84.2667,	4007.58,
67108864,	1060,	2,	1,	0.065,	360,	1.57589e-09,	2.8298e-07,	4.05912e-07,	84.1822,	4010.77,
67108864,	1061,	2,	1,	0.065,	360,	1.5762400000000001e-09,	2.832e-07,	3.9117600000000003e-07,	84.2261,	4015.98,
67108864,	1062,	2,	1,	0.065,	360,	1.5753500000000001e-09,	2.83837e-07,	4.0672600000000004e-07,	84.14139999999999,	4019.17,
67108864,	1063,	2,	1,	0.065,	360,	1.5757000000000003e-09,	2.84058e-07,	3.9199500000000004e-07,	84.1849,	4024.38,
67108864,	1064,	2,	1,	0.065,	360,	1.57481e-09,	2.84695e-07,	4.0754000000000006e-07,	84.10010000000001,	4027.58,
67108864,	1065,	2,	1,	0.065,	360,	1.57517e-09,	2.8480300000000004e-07,	3.9270100000000004e-07,	84.14880000000001,	4028.91,
67108864,	1066,	2,	1,	0.065,	360,	2.53685e-09,	2.8129300000000003e-07,	3.11387e-07,	81.21900000000001,	4279.68,
67108864,	1067,	2,	1,	0.065,	360,	2.5379200000000003e-09,	2.81716e-07,	3.11805e-07,	81.20230000000001,	4284.28,
67108864,	1068,	2,	1,	0.065,	360,	2.5390000000000004e-09,	2.8214e-07,	3.1222400000000003e-07,	81.18730000000001,	4288.91,
67108864,	1069,	2,	1,	0.065,	360,	2.54008e-09,	2.82578e-07,	3.1265600000000004e-07,	81.17030000000001,	4293.97,
67108864,	1070,	2,	1,	0.065,	360,	2.54115e-09,	2.83003e-07,	3.13075e-07,	81.1551,	4298.59,
67108864,	1071,	2,	1,	0.065,	360,	2.5431200000000002e-09,	2.8347600000000004e-07,	3.13573e-07,	81.2194,	4304.83,
67108864,	1072,	2,	1,	0.065,	360,	2.5442000000000004e-09,	2.83901e-07,	3.13992e-07,	81.20400000000001,	4309.47,
67108864,	1073,	2,	1,	0.065,	360,	2.5472500000000003e-09,	2.8437400000000006e-07,	3.14484e-07,	81.2526,	4315.38,
67108864,	1074,	2,	1,	0.065,	360,	2.5483400000000003e-09,	2.848e-07,	3.14904e-07,	81.2349,	4320.0,
67108864,	1075,	2,	1,	0.065,	360,	2.54942e-09,	2.85226e-07,	3.1532400000000005e-07,	81.21910000000001,	4324.64,
67108864,	1076,	2,	1,	0.065,	360,	2.55051e-09,	2.85652e-07,	3.1574400000000005e-07,	81.2012,	4329.27,
67108864,	1077,	2,	1,	0.065,	360,	2.5516e-09,	2.86093e-07,	3.16179e-07,	81.1851,	4334.35,
67108864,	1078,	2,	1,	0.065,	360,	2.5526900000000002e-09,	2.8652e-07,	3.1660000000000007e-07,	81.1669,	4338.98,
67108864,	1079,	2,	1,	0.065,	360,	2.5537800000000003e-09,	2.86948e-07,	3.1702100000000004e-07,	81.15060000000001,	4343.62,
67108864,	1080,	2,	1,	0.065,	360,	2.5548700000000003e-09,	2.8737500000000004e-07,	3.17443e-07,	81.1322,	4348.25,
67108864,	1081,	2,	1,	0.065,	360,	2.55883e-09,	2.7349200000000005e-07,	3.3372500000000003e-07,	80.66969999999999,	3810.2,
67108864,	1082,	2,	1,	0.065,	360,	2.5599300000000003e-09,	2.7389200000000003e-07,	3.34113e-07,	80.65060000000001,	3813.9,
67108864,	1083,	2,	1,	0.065,	360,	2.5610200000000003e-09,	2.7429300000000003e-07,	3.34501e-07,	80.6314,	3817.6,
67108864,	1084,	2,	1,	0.065,	360,	2.5621200000000002e-09,	2.74695e-07,	3.3489e-07,	80.6139,	3821.32,
67108864,	1085,	2,	1,	0.065,	360,	2.56322e-09,	2.75096e-07,	3.35278e-07,	80.5944,	3825.02,
67108864,	1086,	2,	1,	0.065,	360,	2.56432e-09,	2.75498e-07,	3.3566600000000004e-07,	80.57480000000001,	3828.73,
67108864,	1087,	2,	1,	0.065,	360,	2.56542e-09,	2.75899e-07,	3.3605500000000003e-07,	80.555,	3832.43,
67108864,	1088,	2,	1,	0.065,	360,	2.5665200000000004e-09,	2.7630200000000006e-07,	3.36444e-07,	80.53710000000001,	3836.15,
67108864,	1089,	2,	1,	0.065,	360,	2.56962e-09,	2.76755e-07,	3.36933e-07,	80.5798,	3841.04,
67108864,	1090,	2,	1,	0.065,	360,	2.5707300000000003e-09,	2.77158e-07,	3.37322e-07,	80.5596,	3844.75,
67108864,	1091,	2,	1,	0.065,	360,	2.57272e-09,	2.77611e-07,	3.3782400000000005e-07,	80.6242,	3850.12,
67108864,	1092,	2,	1,	0.065,	360,	2.5738300000000004e-09,	2.7801400000000004e-07,	3.38214e-07,	80.6038,	3853.83,
67108864,	1093,	2,	1,	0.065,	360,	2.57494e-09,	2.78418e-07,	3.3860400000000003e-07,	80.5832,	3857.54,
67108864,	1094,	2,	1,	0.065,	360,	2.5760600000000003e-09,	2.78822e-07,	3.3899400000000005e-07,	80.5626,	3861.25,
67108864,	1095,	2,	1,	0.065,	360,	2.5771700000000005e-09,	2.79251e-07,	3.39409e-07,	80.54410000000001,	3865.53,
67108864,	1096,	2,	1,	0.065,	360,	2.57828e-09,	2.79656e-07,	3.39799e-07,	80.52310000000001,	3869.24,
67108864,	1097,	2,	1,	0.065,	360,	2.5814e-09,	2.80111e-07,	3.40289e-07,	80.56439999999999,	3874.14,
67108864,	1098,	2,	1,	0.065,	360,	2.5825200000000003e-09,	2.80517e-07,	3.4068e-07,	80.5451,	3877.87,
67108864,	1099,	2,	1,	0.065,	360,	2.58453e-09,	2.80972e-07,	3.41185e-07,	80.60730000000001,	3883.25,
67108864,	1100,	2,	1,	0.065,	360,	2.58565e-09,	2.81378e-07,	3.4157600000000007e-07,	80.5859,	3886.96,
67108864,	1101,	2,	1,	0.065,	360,	2.58677e-09,	2.8178400000000003e-07,	3.41967e-07,	80.5643,	3890.68,
67108864,	1102,	2,	1,	0.065,	360,	2.58789e-09,	2.82191e-07,	3.42359e-07,	80.5446,	3894.41,
67108864,	1103,	2,	1,	0.065,	360,	2.5890200000000002e-09,	2.8259699999999997e-07,	3.4275e-07,	80.5228,	3898.13,
67108864,	1104,	2,	1,	0.065,	360,	2.59014e-09,	2.8300400000000004e-07,	3.4314200000000004e-07,	80.5008,	3901.84,
67108864,	1105,	2,	1,	0.065,	360,	2.5932900000000003e-09,	2.8346200000000003e-07,	3.43634e-07,	80.5425,	3906.77,
67108864,	1106,	2,	1,	0.065,	360,	2.5953e-09,	2.8392e-07,	3.4414e-07,	80.6044,	3912.17,
67108864,	1107,	2,	1,	0.065,	360,	2.59643e-09,	2.84328e-07,	3.4453300000000006e-07,	80.58200000000001,	3915.89,
67108864,	1108,	2,	1,	0.065,	360,	2.5975600000000003e-09,	2.84736e-07,	3.44925e-07,	80.5596,	3919.61,
67108864,	1109,	2,	1,	0.065,	360,	2.5987e-09,	2.8517000000000006e-07,	3.45343e-07,	80.53930000000001,	3923.9,
67108864,	1110,	2,	1,	0.065,	360,	2.59983e-09,	2.85578e-07,	3.45736e-07,	80.51660000000001,	3927.62,
67108864,	1111,	2,	1,	0.065,	360,	2.60097e-09,	2.8598700000000006e-07,	3.46129e-07,	80.4937,	3931.35,
67108864,	1112,	2,	1,	0.065,	360,	2.6021000000000004e-09,	2.86396e-07,	3.4652300000000004e-07,	80.4707,	3935.07,
67108864,	1113,	2,	1,	0.065,	360,	2.60616e-09,	2.86908e-07,	3.47131e-07,	80.5956,	3941.7,
67108864,	1114,	2,	1,	0.065,	360,	2.6073000000000003e-09,	2.87318e-07,	3.47525e-07,	80.5724,	3945.42,
67108864,	1115,	2,	1,	0.065,	360,	2.60844e-09,	2.8772800000000005e-07,	3.47918e-07,	80.549,	3949.15,
67108864,	1116,	2,	1,	0.065,	360,	2.60958e-09,	2.88138e-07,	3.48313e-07,	80.5275,	3952.9,
67108864,	1117,	2,	1,	0.065,	360,	2.6107300000000006e-09,	2.88549e-07,	3.4870700000000003e-07,	80.5039,	3956.62,
67108864,	1118,	2,	1,	0.065,	360,	2.6118700000000004e-09,	2.8896e-07,	3.49101e-07,	80.48010000000001,	3960.35,
67108864,	1119,	2,	1,	0.065,	360,	2.6139100000000005e-09,	2.8942200000000006e-07,	3.49612e-07,	80.5413,	3965.78,
67108864,	1120,	2,	1,	0.065,	360,	2.6150500000000004e-09,	2.89834e-07,	3.50007e-07,	80.5193,	3969.53,
67108864,	1121,	2,	1,	0.065,	360,	2.6182400000000003e-09,	2.90297e-07,	3.50501e-07,	80.5562,	3974.46,
67108864,	1122,	2,	1,	0.065,	360,	2.6193900000000004e-09,	2.90709e-07,	3.5089600000000005e-07,	80.532,	3978.2,
67108864,	1123,	2,	1,	0.065,	360,	2.6205500000000004e-09,	2.9114700000000003e-07,	3.51317e-07,	80.5099,	3982.5,
67108864,	1124,	2,	1,	0.065,	360,	2.6217e-09,	2.9156e-07,	3.5171300000000005e-07,	80.4854,	3986.24,
67108864,	1125,	2,	1,	0.065,	360,	2.6237400000000003e-09,	2.92024e-07,	3.5222500000000005e-07,	80.5462,	3991.68,
67108864,	1126,	2,	1,	0.065,	360,	2.6249e-09,	2.92437e-07,	3.52621e-07,	80.5215,	3995.41,
67108864,	1127,	2,	1,	0.065,	360,	2.62606e-09,	2.92851e-07,	3.53018e-07,	80.49860000000001,	3999.17,
67108864,	1128,	2,	1,	0.065,	360,	2.62722e-09,	2.93265e-07,	3.53414e-07,	80.4737,	4002.91,
67108864,	1129,	2,	1,	0.065,	360,	2.6304300000000004e-09,	2.93731e-07,	3.5391e-07,	80.5091,	4007.85,
67108864,	1130,	2,	1,	0.065,	360,	2.6315900000000004e-09,	2.94146e-07,	3.54307e-07,	80.4858,	4011.61,
67108864,	1131,	2,	1,	0.065,	360,	2.6336400000000004e-09,	2.94612e-07,	3.5482e-07,	80.5463,	4017.07,
67108864,	1132,	2,	1,	0.065,	360,	2.63481e-09,	2.95027e-07,	3.55217e-07,	80.52080000000001,	4020.81,
67108864,	1133,	2,	1,	0.065,	360,	2.6359800000000002e-09,	2.95442e-07,	3.55615e-07,	80.4952,	4024.55,
67108864,	1134,	2,	1,	0.065,	360,	2.6371400000000003e-09,	2.95858e-07,	3.56013e-07,	80.4715,	4028.31,
67108864,	1135,	2,	1,	0.065,	360,	2.63831e-09,	2.96274e-07,	3.5641000000000005e-07,	80.44560000000001,	4032.06,
67108864,	1136,	2,	1,	0.065,	360,	2.64037e-09,	2.9674200000000005e-07,	3.5692500000000003e-07,	80.50580000000001,	4037.52,
67108864,	1137,	2,	1,	0.065,	360,	2.6436000000000003e-09,	2.9723600000000003e-07,	3.5744900000000004e-07,	80.54230000000001,	4043.06,
67108864,	1138,	2,	1,	0.065,	360,	2.64478e-09,	2.9765300000000005e-07,	3.57847e-07,	80.516,	4046.8,
67108864,	1139,	2,	1,	0.065,	360,	2.6459500000000004e-09,	2.9807e-07,	3.5824500000000004e-07,	80.48960000000001,	4050.55,
67108864,	1140,	2,	1,	0.065,	360,	2.6471300000000006e-09,	2.9848700000000004e-07,	3.5864400000000004e-07,	80.46310000000001,	4054.3,
67108864,	1141,	2,	1,	0.065,	360,	2.64831e-09,	2.98905e-07,	3.5904300000000005e-07,	80.4385,	4058.07,
67108864,	1142,	2,	1,	0.065,	360,	2.6503700000000002e-09,	2.99375e-07,	3.5956e-07,	80.49839999999999,	4063.55,
67108864,	1143,	2,	1,	0.065,	360,	2.65156e-09,	2.9979300000000004e-07,	3.5995900000000003e-07,	80.47160000000001,	4067.3,
67108864,	1144,	2,	1,	0.065,	360,	2.65274e-09,	3.00212e-07,	3.60359e-07,	80.44460000000001,	4071.05,
67108864,	1145,	2,	1,	0.065,	360,	2.65599e-09,	3.00683e-07,	3.60858e-07,	80.47930000000001,	4076.04,
67108864,	1146,	2,	1,	0.065,	360,	2.65718e-09,	3.01102e-07,	3.61258e-07,	80.452,	4079.8,
67108864,	1147,	2,	1,	0.065,	360,	2.6592500000000003e-09,	3.01574e-07,	3.6177600000000005e-07,	80.5116,	4085.29,
67108864,	1148,	2,	1,	0.065,	360,	2.66044e-09,	3.01994e-07,	3.6217700000000005e-07,	80.4862,	4089.07,
67108864,	1149,	2,	1,	0.065,	360,	2.6616300000000005e-09,	3.02414e-07,	3.6257700000000003e-07,	80.4586,	4092.82,
67108864,	1150,	2,	1,	0.065,	360,	2.66282e-09,	3.02834e-07,	3.62977e-07,	80.4308,	4096.58,
67108864,	1151,	2,	1,	0.065,	360,	2.6649e-09,	3.0330700000000006e-07,	3.63497e-07,	80.4903,	4102.09,
67108864,	1152,	2,	1,	0.065,	360,	2.6660900000000003e-09,	3.0375400000000006e-07,	3.63924e-07,	80.46480000000001,	4106.42,
67108864,	1153,	2,	1,	0.065,	360,	2.66937e-09,	3.04228e-07,	3.64425e-07,	80.496,	4111.4,
67108864,	1154,	2,	1,	0.065,	360,	2.6705600000000003e-09,	3.0464900000000004e-07,	3.6482600000000007e-07,	80.4677,	4115.17,
67108864,	1155,	2,	1,	0.065,	360,	2.67176e-09,	3.0507100000000005e-07,	3.6522800000000005e-07,	80.4414,	4118.95,
67108864,	1156,	2,	1,	0.065,	360,	2.67385e-09,	3.0554600000000003e-07,	3.6574900000000003e-07,	80.5006,	4124.46,
67108864,	1157,	2,	1,	0.065,	360,	2.67505e-09,	3.0596800000000003e-07,	3.66151e-07,	80.47200000000001,	4128.23,
67108864,	1158,	2,	1,	0.065,	360,	2.67625e-09,	3.0639100000000006e-07,	3.6655300000000004e-07,	80.44330000000001,	4131.99,
67108864,	1159,	2,	1,	0.065,	360,	2.67746e-09,	3.0681400000000004e-07,	3.6695600000000005e-07,	80.4166,	4135.78,
67108864,	1160,	2,	1,	0.065,	360,	2.67866e-09,	3.0723700000000007e-07,	3.67358e-07,	80.3876,	4139.55,
67108864,	1161,	2,	1,	0.065,	360,	2.6828400000000002e-09,	3.0776600000000006e-07,	3.6798000000000004e-07,	80.5055,	4146.3,
67108864,	1162,	2,	1,	0.065,	360,	2.68405e-09,	3.08191e-07,	3.68383e-07,	80.4784,	4150.09,
67108864,	1163,	2,	1,	0.065,	360,	2.6852600000000003e-09,	3.08614e-07,	3.68786e-07,	80.449,	4153.86,
67108864,	1164,	2,	1,	0.065,	360,	2.68647e-09,	3.09038e-07,	3.6918900000000006e-07,	80.4195,	4157.63,
67108864,	1165,	2,	1,	0.065,	360,	2.68857e-09,	3.0951600000000003e-07,	3.69713e-07,	80.4783,	4163.17,
67108864,	1166,	2,	1,	0.065,	360,	2.68978e-09,	3.09968e-07,	3.70144e-07,	80.45100000000001,	4167.52,
67108864,	1167,	2,	1,	0.065,	360,	2.691e-09,	3.10393e-07,	3.7054700000000007e-07,	80.4212,	4171.3,
67108864,	1168,	2,	1,	0.065,	360,	2.69222e-09,	3.10818e-07,	3.7095100000000005e-07,	80.3913,	4175.07,
67108864,	1169,	2,	1,	0.065,	360,	2.69554e-09,	3.1129800000000004e-07,	3.71455e-07,	80.4218,	4180.09,
67108864,	1170,	2,	1,	0.065,	360,	2.69764e-09,	3.11777e-07,	3.71981e-07,	80.4803,	4185.65,
67108864,	1171,	2,	1,	0.065,	360,	2.69886e-09,	3.12204e-07,	3.7238500000000004e-07,	80.45,	4189.43,
67108864,	1172,	2,	1,	0.065,	360,	2.70008e-09,	3.1263e-07,	3.7279000000000004e-07,	80.4195,	4193.2,
67108864,	1173,	2,	1,	0.065,	360,	2.70131e-09,	3.1305700000000005e-07,	3.73195e-07,	80.39110000000001,	4197.0,
67108864,	1174,	2,	1,	0.065,	360,	2.70342e-09,	3.1353800000000004e-07,	3.73722e-07,	80.4494,	4202.56,
67108864,	1175,	2,	1,	0.065,	360,	2.7046400000000003e-09,	3.1396600000000005e-07,	3.7412700000000005e-07,	80.41860000000001,	4206.35,
67108864,	1176,	2,	1,	0.065,	360,	2.7058700000000003e-09,	3.14393e-07,	3.7453300000000004e-07,	80.3877,	4210.13,
67108864,	1177,	2,	1,	0.065,	360,	2.7092100000000004e-09,	3.14876e-07,	3.7503800000000005e-07,	80.4169,	4215.17,
67108864,	1178,	2,	1,	0.065,	360,	2.71133e-09,	3.1535800000000004e-07,	3.75566e-07,	80.47500000000001,	4220.74,
67108864,	1179,	2,	1,	0.065,	360,	2.71256e-09,	3.1578600000000005e-07,	3.75972e-07,	80.44369999999999,	4224.53,
67108864,	1180,	2,	1,	0.065,	360,	2.71379e-09,	3.1624200000000003e-07,	3.76406e-07,	80.4148,	4228.89,
67108864,	1181,	2,	1,	0.065,	360,	2.7150300000000003e-09,	3.16671e-07,	3.7681200000000005e-07,	80.3832,	4232.68,
67108864,	1182,	2,	1,	0.065,	360,	2.7171500000000003e-09,	3.17155e-07,	3.7734100000000004e-07,	80.4411,	4238.26,
67108864,	1183,	2,	1,	0.065,	360,	2.71839e-09,	3.17585e-07,	3.77748e-07,	80.40939999999999,	4242.05,
67108864,	1184,	2,	1,	0.065,	360,	2.71963e-09,	3.18015e-07,	3.78155e-07,	80.3797,	4245.86,
67108864,	1185,	2,	1,	0.065,	360,	2.72299e-09,	3.185e-07,	3.78662e-07,	80.4054,	4250.89,
67108864,	1186,	2,	1,	0.065,	360,	2.72512e-09,	3.1898500000000005e-07,	3.7919200000000005e-07,	80.46310000000001,	4256.48,
67108864,	1187,	2,	1,	0.065,	360,	2.72636e-09,	3.1941600000000003e-07,	3.7960000000000004e-07,	80.433,	4260.3,
67108864,	1188,	2,	1,	0.065,	360,	2.72761e-09,	3.19847e-07,	3.80008e-07,	80.40060000000001,	4264.09,
67108864,	1189,	2,	1,	0.065,	360,	2.72885e-09,	3.2027900000000003e-07,	3.80416e-07,	80.36810000000001,	4267.89,
67108864,	1190,	2,	1,	0.065,	360,	2.7309800000000004e-09,	3.20765e-07,	3.80948e-07,	80.4256,	4273.49,
67108864,	1191,	2,	1,	0.065,	360,	2.73223e-09,	3.21198e-07,	3.8135700000000004e-07,	80.39510000000001,	4277.31,
67108864,	1192,	2,	1,	0.065,	360,	2.7334800000000004e-09,	3.2163e-07,	3.8176500000000003e-07,	80.3622,	4281.11,
67108864,	1193,	2,	1,	0.065,	360,	2.7368700000000003e-09,	3.2211700000000005e-07,	3.82274e-07,	80.3866,	4286.15,
67108864,	1194,	2,	1,	0.065,	360,	2.73901e-09,	3.2263200000000003e-07,	3.8283400000000005e-07,	80.4465,	4292.34,
67108864,	1195,	2,	1,	0.065,	360,	2.7402600000000002e-09,	3.23065e-07,	3.83243e-07,	80.4133,	4296.15,
67108864,	1196,	2,	1,	0.065,	360,	2.7415200000000003e-09,	3.2349900000000003e-07,	3.83652e-07,	80.37989999999999,	4299.95,
