Size (Bytes),	Line Size (Bytes),	Associativity,	Num Banks,	Technology Node (um),	Operating Temp (K),	Cycle time (s),	Per-Byte Read Energy (J),	Per-Byte Write Energy (J),	Static Power (W),	Area (mm2),
67108864,	210,	2,	1,	0.065,	360,	6.20535e-10,	3.2832299999999995e-08,	4.03558e-08,	96.36510000000001,	1257.07,
67108864,	211,	2,	1,	0.065,	360,	6.19707e-10,	3.2984000000000006e-08,	4.04906e-08,	96.0802,	1257.74,
67108864,	212,	2,	1,	0.065,	360,	6.19712e-10,	3.3187600000000004e-08,	4.0701300000000005e-08,	96.0973,	1262.01,
67108864,	213,	2,	1,	0.065,	360,	6.18887e-10,	3.33602e-08,	4.08563e-08,	95.813,	1264.31,
67108864,	214,	2,	1,	0.065,	360,	6.188940000000001e-10,	3.35645e-08,	4.1067200000000004e-08,	95.825,	1268.54,
67108864,	215,	2,	1,	0.065,	360,	6.18071e-10,	3.371670000000001e-08,	4.12011e-08,	95.52560000000001,	1269.08,
67108864,	216,	2,	1,	0.065,	360,	6.1808e-10,	3.39217e-08,	4.14122e-08,	95.5325,	1273.29,
67108864,	217,	2,	1,	0.065,	360,	6.18933e-10,	3.41444e-08,	4.1671500000000004e-08,	95.8525,	1278.89,
67108864,	218,	2,	1,	0.065,	360,	6.18115e-10,	3.43092e-08,	4.18167e-08,	95.5407,	1280.14,
67108864,	219,	2,	1,	0.065,	360,	6.181290000000001e-10,	3.4503300000000004e-08,	4.20161e-08,	95.53930000000001,	1283.49,
67108864,	220,	2,	1,	0.065,	360,	6.17313e-10,	3.46687e-08,	4.21612e-08,	95.2277,	1284.72,
67108864,	221,	2,	1,	0.065,	360,	6.173300000000001e-10,	3.48634e-08,	4.23607e-08,	95.2212,	1288.03,
67108864,	222,	2,	1,	0.065,	360,	6.17347e-10,	3.507070000000001e-08,	4.2572600000000005e-08,	95.21260000000001,	1292.16,
67108864,	223,	2,	1,	0.065,	360,	6.165350000000001e-10,	3.5224e-08,	4.27046e-08,	94.8833,	1292.45,
67108864,	224,	2,	1,	0.065,	360,	6.16554e-10,	3.5432e-08,	4.2916600000000005e-08,	94.8695,	1296.54,
67108864,	225,	2,	1,	0.065,	360,	6.17427e-10,	3.56583e-08,	4.31763e-08,	95.1575,	1301.97,
67108864,	226,	2,	1,	0.065,	360,	6.1662e-10,	3.5837000000000005e-08,	4.333250000000001e-08,	94.81580000000001,	1303.83,
67108864,	227,	2,	1,	0.065,	360,	6.16644e-10,	3.60558e-08,	4.35546e-08,	94.80189999999999,	1308.7,
67108864,	228,	2,	1,	0.065,	360,	6.166690000000001e-10,	3.62656e-08,	4.3767400000000006e-08,	94.7778,	1312.74,
67108864,	229,	2,	1,	0.065,	360,	6.16695e-10,	3.6463200000000005e-08,	4.39678e-08,	94.7517,	1315.93,
67108864,	230,	2,	1,	0.065,	360,	6.158930000000001e-10,	3.6630400000000006e-08,	4.41111e-08,	94.3965,	1316.87,
67108864,	231,	2,	1,	0.065,	360,	6.159210000000001e-10,	3.68286e-08,	4.4311700000000004e-08,	94.3652,	1320.02,
67108864,	232,	2,	1,	0.065,	360,	6.15951e-10,	3.703990000000001e-08,	4.45251e-08,	94.3318,	1324.01,
67108864,	233,	2,	1,	0.065,	360,	6.16843e-10,	3.72698e-08,	4.47855e-08,	94.5899,	1329.28,
67108864,	234,	2,	1,	0.065,	360,	6.16876e-10,	3.74824e-08,	4.49997e-08,	94.5591,	1333.28,
67108864,	235,	2,	1,	0.065,	360,	6.1608e-10,	3.76376e-08,	4.51292e-08,	94.1854,	1333.22,
67108864,	236,	2,	1,	0.065,	360,	6.16116e-10,	3.7851e-08,	4.53437e-08,	94.1417,	1337.16,
67108864,	237,	2,	1,	0.065,	360,	6.161520000000001e-10,	3.80513e-08,	4.55449e-08,	94.096,	1340.22,
67108864,	238,	2,	1,	0.065,	360,	6.16189e-10,	3.82651e-08,	4.57594e-08,	94.0481,	1344.13,
67108864,	239,	2,	1,	0.065,	360,	6.16228e-10,	3.84663e-08,	4.5961000000000004e-08,	93.9982,	1347.17,
67108864,	240,	2,	1,	0.065,	360,	6.162680000000001e-10,	3.86809e-08,	4.6175900000000004e-08,	93.94630000000001,	1351.07,
67108864,	241,	2,	1,	0.065,	360,	6.163510000000001e-10,	3.8892800000000005e-08,	4.638770000000001e-08,	93.8447,	1354.58,
67108864,	242,	2,	1,	0.065,	360,	6.16394e-10,	3.91298e-08,	4.66244e-08,	93.7866,	1359.33,
67108864,	243,	2,	1,	0.065,	360,	6.164380000000001e-10,	3.9332600000000004e-08,	4.6826600000000005e-08,	93.7264,	1362.3,
67108864,	244,	2,	1,	0.065,	360,	6.16483e-10,	3.9549100000000004e-08,	4.70423e-08,	93.6641,	1366.15,
67108864,	245,	2,	1,	0.065,	360,	6.1653e-10,	3.9752600000000004e-08,	4.7244900000000005e-08,	93.5997,	1369.09,
67108864,	246,	2,	1,	0.065,	360,	6.16578e-10,	3.96005e-08,	5.45828e-08,	93.4324,	1313.93,
67108864,	247,	2,	1,	0.065,	360,	6.16626e-10,	3.980190000000001e-08,	5.4781500000000007e-08,	93.3635,	1316.63,
67108864,	248,	2,	1,	0.065,	360,	6.166760000000001e-10,	4.001850000000001e-08,	5.4994900000000005e-08,	93.29260000000001,	1320.23,
67108864,	249,	2,	1,	0.065,	360,	6.176080000000001e-10,	4.02553e-08,	5.52816e-08,	93.4941,	1324.91,
67108864,	250,	2,	1,	0.065,	360,	6.17661e-10,	4.0457900000000005e-08,	5.54801e-08,	93.418,	1327.57,
67108864,	251,	2,	1,	0.065,	360,	6.177160000000001e-10,	4.0660900000000004e-08,	5.5678500000000005e-08,	93.33980000000001,	1330.22,
67108864,	252,	2,	1,	0.065,	360,	6.17771e-10,	4.08792e-08,	5.5891800000000004e-08,	93.2595,	1333.77,
67108864,	253,	2,	1,	0.065,	360,	6.178280000000001e-10,	4.1082900000000006e-08,	5.6090200000000006e-08,	93.1772,	1336.39,
67108864,	254,	2,	1,	0.065,	360,	6.178860000000001e-10,	4.1287000000000004e-08,	5.628840000000001e-08,	93.09280000000001,	1338.99,
67108864,	255,	2,	1,	0.065,	360,	6.17945e-10,	4.14914e-08,	5.6486600000000006e-08,	93.0064,	1341.58,
67108864,	256,	2,	1,	0.065,	360,	6.17177e-10,	4.1686700000000005e-08,	5.66165e-08,	92.5697,	1343.19,
67108864,	257,	2,	1,	0.065,	360,	6.18956e-10,	4.1977e-08,	5.70104e-08,	93.1023,	1351.16,
67108864,	258,	2,	1,	0.065,	360,	6.17923e-10,	4.21175e-08,	5.714330000000001e-08,	92.8727,	1351.1,
67108864,	259,	2,	1,	0.065,	360,	6.17987e-10,	4.2323300000000004e-08,	5.73411e-08,	92.7769,	1353.63,
67108864,	260,	2,	1,	0.065,	360,	6.180510000000001e-10,	4.25605e-08,	5.75698e-08,	92.6792,	1358.04,
67108864,	261,	2,	1,	0.065,	360,	6.181170000000001e-10,	4.2767200000000006e-08,	5.77677e-08,	92.5793,	1360.54,
67108864,	262,	2,	1,	0.065,	360,	6.18184e-10,	4.297420000000001e-08,	5.7965400000000005e-08,	92.4774,	1363.03,
67108864,	263,	2,	1,	0.065,	360,	6.18252e-10,	4.318160000000001e-08,	5.81631e-08,	92.37339999999999,	1365.5,
67108864,	264,	2,	1,	0.065,	360,	6.18321e-10,	4.3405000000000004e-08,	5.83764e-08,	92.2673,	1368.92,
67108864,	265,	2,	1,	0.065,	360,	6.19291e-10,	4.36496e-08,	5.86607e-08,	92.4172,	1373.33,
67108864,	266,	2,	1,	0.065,	360,	6.19363e-10,	4.38582e-08,	5.88582e-08,	92.306,	1375.76,
67108864,	267,	2,	1,	0.065,	360,	6.194370000000001e-10,	4.4067e-08,	5.905550000000001e-08,	92.1927,	1378.17,
67108864,	268,	2,	1,	0.065,	360,	6.19512e-10,	4.42922e-08,	5.92688e-08,	92.07730000000001,	1381.55,
67108864,	269,	2,	1,	0.065,	360,	6.19587e-10,	4.4501900000000005e-08,	5.9466100000000003e-08,	91.95989999999999,	1383.94,
67108864,	270,	2,	1,	0.065,	360,	6.19664e-10,	4.4738e-08,	5.96895e-08,	91.8495,	1387.81,
67108864,	271,	2,	1,	0.065,	360,	6.197430000000001e-10,	4.49484e-08,	5.98868e-08,	91.72800000000001,	1390.17,
67108864,	272,	2,	1,	0.065,	360,	6.198220000000001e-10,	4.517540000000001e-08,	6.01002e-08,	91.60430000000001,	1393.5,
67108864,	273,	2,	1,	0.065,	360,	6.2164e-10,	4.54767e-08,	6.0499e-08,	92.10600000000001,	1401.41,
67108864,	274,	2,	1,	0.065,	360,	6.21723e-10,	4.56885e-08,	6.06964e-08,	91.9782,	1403.74,
67108864,	275,	2,	1,	0.065,	360,	6.21807e-10,	4.5900700000000005e-08,	6.08938e-08,	91.8484,	1406.05,
67108864,	276,	2,	1,	0.065,	360,	6.21892e-10,	4.612960000000001e-08,	6.11075e-08,	91.7165,	1409.35,
67108864,	277,	2,	1,	0.065,	360,	6.21978e-10,	4.6342500000000006e-08,	6.130480000000001e-08,	91.58260000000001,	1411.64,
67108864,	278,	2,	1,	0.065,	360,	6.220650000000001e-10,	4.655570000000001e-08,	6.15021e-08,	91.4466,	1413.91,
67108864,	279,	2,	1,	0.065,	360,	6.22153e-10,	4.67693e-08,	6.16992e-08,	91.3085,	1416.16,
67108864,	280,	2,	1,	0.065,	360,	6.2307e-10,	4.70282e-08,	6.20057e-08,	91.5807,	1421.0,
67108864,	281,	2,	1,	0.065,	360,	6.28185e-10,	4.71538e-08,	6.2403e-08,	91.53510000000001,	1420.03,
67108864,	282,	2,	1,	0.065,	360,	6.28277e-10,	4.72863e-08,	6.25572e-08,	91.2273,	1420.18,
67108864,	283,	2,	1,	0.065,	360,	6.283700000000001e-10,	4.7500700000000007e-08,	6.275450000000001e-08,	91.0797,	1422.36,
67108864,	284,	2,	1,	0.065,	360,	8.182530000000001e-10,	4.551e-08,	5.30254e-08,	90.9575,	1359.79,
67108864,	285,	2,	1,	0.065,	360,	8.174920000000001e-10,	4.57191e-08,	5.3225200000000006e-08,	90.8069,	1362.36,
67108864,	286,	2,	1,	0.065,	360,	8.175750000000001e-10,	4.59551e-08,	5.3468100000000005e-08,	90.8502,	1366.66,
67108864,	287,	2,	1,	0.065,	360,	8.16816e-10,	4.61651e-08,	5.36684e-08,	90.6959,	1369.21,
67108864,	288,	2,	1,	0.065,	360,	8.169020000000001e-10,	4.64023e-08,	5.39124e-08,	90.74130000000001,	1373.52,
67108864,	289,	2,	1,	0.065,	360,	8.170760000000001e-10,	4.6658600000000006e-08,	5.4181700000000005e-08,	90.81960000000001,	1378.52,
67108864,	290,	2,	1,	0.065,	360,	8.163230000000001e-10,	4.68698e-08,	5.4382500000000004e-08,	90.6587,	1381.05,
67108864,	291,	2,	1,	0.065,	360,	8.164130000000001e-10,	4.71087e-08,	5.46276e-08,	90.6994,	1385.35,
67108864,	292,	2,	1,	0.065,	360,	8.156630000000001e-10,	4.732070000000001e-08,	5.48289e-08,	90.5349,	1387.87,
67108864,	293,	2,	1,	0.065,	360,	8.15755e-10,	4.756020000000001e-08,	5.50744e-08,	90.5684,	1392.15,
67108864,	294,	2,	1,	0.065,	360,	8.15007e-10,	4.777300000000001e-08,	5.527620000000001e-08,	90.4002,	1394.65,
67108864,	295,	2,	1,	0.065,	360,	8.15103e-10,	4.8013800000000005e-08,	5.5522700000000004e-08,	90.43589999999999,	1398.94,
67108864,	296,	2,	1,	0.065,	360,	8.14357e-10,	4.822740000000001e-08,	5.57249e-08,	90.26410000000001,	1401.42,
67108864,	297,	2,	1,	0.065,	360,	8.153950000000001e-10,	4.8515700000000006e-08,	5.6041100000000004e-08,	90.52239999999999,	1408.16,
67108864,	298,	2,	1,	0.065,	360,	8.14654e-10,	4.87588e-08,	5.6272300000000006e-08,	90.3515,	1412.12,
67108864,	299,	2,	1,	0.065,	360,	8.14755e-10,	4.900160000000001e-08,	5.6520200000000003e-08,	90.3768,	1416.39,
67108864,	300,	2,	1,	0.065,	360,	8.14016e-10,	4.9217e-08,	5.67234e-08,	90.19669999999999,	1418.84,
67108864,	301,	2,	1,	0.065,	360,	8.1412e-10,	4.9460700000000006e-08,	5.6972e-08,	90.2194,	1423.11,
67108864,	302,	2,	1,	0.065,	360,	8.14225e-10,	4.97052e-08,	5.72213e-08,	90.24589999999999,	1427.39,
67108864,	303,	2,	1,	0.065,	360,	8.134900000000001e-10,	4.99219e-08,	5.74252e-08,	90.0607,	1429.82,
67108864,	304,	2,	1,	0.065,	360,	8.13597e-10,	5.01671e-08,	5.7675e-08,	90.0798,	1434.08,
67108864,	305,	2,	1,	0.065,	360,	8.138160000000001e-10,	5.04328e-08,	5.79494e-08,	90.1197,	1438.98,
67108864,	306,	2,	1,	0.065,	360,	8.139260000000001e-10,	5.0679200000000004e-08,	5.8200000000000005e-08,	90.1357,	1443.24,
67108864,	307,	2,	1,	0.065,	360,	8.13198e-10,	5.08975e-08,	5.840480000000001e-08,	89.9422,	1445.64,
67108864,	308,	2,	1,	0.065,	360,	8.133110000000001e-10,	5.11449e-08,	5.8656100000000005e-08,	89.9556,	1449.89,
67108864,	309,	2,	1,	0.065,	360,	8.13426e-10,	5.1393e-08,	5.89081e-08,	89.9729,	1454.17,
67108864,	310,	2,	1,	0.065,	360,	8.127010000000001e-10,	5.16127e-08,	5.9113700000000006e-08,	89.77430000000001,	1456.54,
67108864,	311,	2,	1,	0.065,	360,	8.128180000000001e-10,	5.1861500000000004e-08,	5.936610000000001e-08,	89.78410000000001,	1460.79,
67108864,	312,	2,	1,	0.065,	360,	8.129370000000001e-10,	5.2110900000000004e-08,	5.9619e-08,	89.7928,	1465.04,
67108864,	313,	2,	1,	0.065,	360,	8.131770000000001e-10,	5.24109e-08,	5.99258e-08,	89.813,	1471.37,
67108864,	314,	2,	1,	0.065,	360,	8.132990000000001e-10,	5.2661600000000004e-08,	6.01796e-08,	89.81869999999999,	1475.61,
67108864,	315,	2,	1,	0.065,	360,	8.13422e-10,	5.29127e-08,	6.04338e-08,	89.8233,	1479.86,
67108864,	316,	2,	1,	0.065,	360,	8.12706e-10,	5.31353e-08,	6.064130000000001e-08,	89.6184,	1482.22,
67108864,	317,	2,	1,	0.065,	360,	8.128320000000001e-10,	5.33874e-08,	6.08962e-08,	89.6205,	1486.46,
67108864,	318,	2,	1,	0.065,	360,	8.12958e-10,	5.36401e-08,	6.115160000000001e-08,	89.6215,	1490.71,
67108864,	319,	2,	1,	0.065,	360,	8.122470000000001e-10,	5.38637e-08,	6.13595e-08,	89.40639999999999,	1493.02,
67108864,	320,	2,	1,	0.065,	360,	8.12376e-10,	5.411760000000001e-08,	6.161590000000001e-08,	89.4099,	1497.28,
67108864,	321,	2,	1,	0.065,	360,	8.13477e-10,	5.44221e-08,	6.194360000000001e-08,	89.62039999999999,	1504.01,
67108864,	322,	2,	1,	0.065,	360,	8.136100000000002e-10,	5.4677e-08,	6.22007e-08,	89.61619999999999,	1508.25,
67108864,	323,	2,	1,	0.065,	360,	8.12905e-10,	5.490270000000001e-08,	6.240990000000001e-08,	89.3985,	1510.56,
67108864,	324,	2,	1,	0.065,	360,	8.1304e-10,	5.51645e-08,	6.26737e-08,	89.3918,	1514.8,
67108864,	325,	2,	1,	0.065,	360,	8.13176e-10,	5.5420900000000005e-08,	6.293200000000001e-08,	89.3841,	1519.04,
67108864,	326,	2,	1,	0.065,	360,	8.13314e-10,	5.56778e-08,	6.319070000000001e-08,	89.37530000000001,	1523.27,
67108864,	327,	2,	1,	0.065,	360,	8.12614e-10,	5.593630000000001e-08,	6.343200000000001e-08,	89.15180000000001,	1527.02,
67108864,	328,	2,	1,	0.065,	360,	8.12754e-10,	5.61943e-08,	6.36915e-08,	89.1404,	1531.26,
67108864,	329,	2,	1,	0.065,	360,	8.138760000000001e-10,	5.65044e-08,	6.40233e-08,	89.3359,	1537.99,
67108864,	330,	2,	1,	0.065,	360,	8.140190000000001e-10,	5.6763900000000006e-08,	6.42841e-08,	89.32730000000001,	1542.25,
67108864,	331,	2,	1,	0.065,	360,	8.133260000000001e-10,	5.69929e-08,	6.449520000000001e-08,	89.09,	1544.48,
67108864,	332,	2,	1,	0.065,	360,	8.13472e-10,	5.725310000000001e-08,	6.475640000000001e-08,	89.0735,	1548.72,
67108864,	333,	2,	1,	0.065,	360,	8.13619e-10,	5.7513800000000004e-08,	6.501800000000001e-08,	89.0559,	1552.95,
67108864,	334,	2,	1,	0.065,	360,	8.13767e-10,	5.77754e-08,	6.528040000000001e-08,	89.0427,	1557.2,
67108864,	335,	2,	1,	0.065,	360,	8.139170000000001e-10,	5.80372e-08,	6.55429e-08,	89.02310000000001,	1561.44,
67108864,	336,	2,	1,	0.065,	360,	8.14068e-10,	5.8299500000000005e-08,	6.58058e-08,	89.0025,	1565.67,
67108864,	337,	2,	1,	0.065,	360,	8.143730000000001e-10,	5.858420000000001e-08,	6.60914e-08,	88.9635,	1570.4,
67108864,	338,	2,	1,	0.065,	360,	8.145270000000001e-10,	5.884770000000001e-08,	6.635509999999999e-08,	88.9398,	1574.63,
67108864,	339,	2,	1,	0.065,	360,	8.14683e-10,	5.9111700000000004e-08,	6.66193e-08,	88.915,	1578.87,
67108864,	340,	2,	1,	0.065,	360,	8.148400000000001e-10,	5.93762e-08,	6.68839e-08,	88.8893,	1583.1,
67108864,	341,	2,	1,	0.065,	360,	8.149980000000001e-10,	5.96739e-08,	6.71816e-08,	88.8687,	1588.81,
67108864,	342,	2,	1,	0.065,	360,	8.151570000000001e-10,	5.99396e-08,	6.74472e-08,	88.84089999999999,	1593.05,
67108864,	343,	2,	1,	0.065,	360,	8.15318e-10,	5.8968800000000006e-08,	7.39834e-08,	88.5698,	1488.65,
67108864,	344,	2,	1,	0.065,	360,	8.154790000000001e-10,	5.9231800000000006e-08,	7.42458e-08,	88.5394,	1492.61,
67108864,	345,	2,	1,	0.065,	360,	8.158060000000001e-10,	5.94982e-08,	7.45103e-08,	88.4753,	1495.73,
67108864,	346,	2,	1,	0.065,	360,	8.15971e-10,	5.97623e-08,	7.477310000000001e-08,	88.4418,	1499.67,
67108864,	347,	2,	1,	0.065,	360,	8.161380000000001e-10,	6.00168e-08,	7.502620000000001e-08,	88.4072,	1503.05,
67108864,	348,	2,	1,	0.065,	360,	8.16305e-10,	6.02823e-08,	7.529000000000001e-08,	88.37710000000001,	1507.02,
67108864,	349,	2,	1,	0.065,	360,	8.164740000000001e-10,	6.05378e-08,	7.55436e-08,	88.3404,	1510.39,
67108864,	350,	2,	1,	0.065,	360,	8.166440000000001e-10,	6.0804e-08,	7.58077e-08,	88.3027,	1514.34,
67108864,	351,	2,	1,	0.065,	360,	8.16816e-10,	6.10604e-08,	7.60619e-08,	88.264,	1517.7,
67108864,	352,	2,	1,	0.065,	360,	8.169880000000001e-10,	6.13277e-08,	7.63266e-08,	88.2243,	1521.65,
67108864,	353,	2,	1,	0.065,	360,	8.181730000000001e-10,	6.16317e-08,	7.666580000000001e-08,	88.37689999999999,	1526.83,
67108864,	354,	2,	1,	0.065,	360,	8.183490000000001e-10,	6.19105e-08,	7.694150000000001e-08,	88.33460000000001,	1531.36,
67108864,	355,	2,	1,	0.065,	360,	8.18527e-10,	6.22031e-08,	7.72309e-08,	88.2973,	1536.1,
67108864,	356,	2,	1,	0.065,	360,	8.18705e-10,	6.24727e-08,	7.749710000000001e-08,	88.2529,	1540.04,
67108864,	357,	2,	1,	0.065,	360,	8.18885e-10,	6.273230000000001e-08,	7.775310000000001e-08,	88.20739999999999,	1543.4,
67108864,	358,	2,	1,	0.065,	360,	8.19066e-10,	6.30029e-08,	7.801990000000001e-08,	88.161,	1547.35,
67108864,	359,	2,	1,	0.065,	360,	8.19248e-10,	6.32636e-08,	7.827660000000001e-08,	88.1135,	1550.7,
67108864,	360,	2,	1,	0.065,	360,	8.19431e-10,	6.35352e-08,	7.8544e-08,	88.065,	1554.65,
67108864,	361,	2,	1,	0.065,	360,	8.20637e-10,	6.384440000000001e-08,	7.88857e-08,	88.2048,	1559.81,
67108864,	362,	2,	1,	0.065,	360,	8.20824e-10,	6.41176e-08,	7.91542e-08,	88.1593,	1563.78,
67108864,	363,	2,	1,	0.065,	360,	8.210120000000001e-10,	6.438030000000001e-08,	7.94119e-08,	88.1072,	1567.13,
67108864,	364,	2,	1,	0.065,	360,	8.21201e-10,	6.46542e-08,	7.968070000000001e-08,	88.054,	1571.07,
67108864,	365,	2,	1,	0.065,	360,	8.21392e-10,	6.491790000000001e-08,	7.9939e-08,	87.9999,	1574.41,
67108864,	366,	2,	1,	0.065,	360,	8.21584e-10,	6.519280000000001e-08,	8.020840000000001e-08,	87.94460000000001,	1578.36,
67108864,	367,	2,	1,	0.065,	360,	8.21777e-10,	6.54575e-08,	8.04673e-08,	87.88839999999999,	1581.7,
67108864,	368,	2,	1,	0.065,	360,	8.21971e-10,	6.573350000000001e-08,	8.07373e-08,	87.8311,	1585.64,
67108864,	369,	2,	1,	0.065,	360,	8.23198e-10,	6.60831e-08,	8.11169e-08,	87.9642,	1592.17,
67108864,	370,	2,	1,	0.065,	360,	8.23396e-10,	6.63711e-08,	8.13984e-08,	87.9043,	1596.72,
67108864,	371,	2,	1,	0.065,	360,	8.23595e-10,	6.6638e-08,	8.165860000000001e-08,	87.8434,	1600.06,
67108864,	372,	2,	1,	0.065,	360,	8.237950000000002e-10,	6.69163e-08,	8.193e-08,	87.78150000000001,	1604.0,
67108864,	373,	2,	1,	0.065,	360,	8.23996e-10,	6.718420000000001e-08,	8.21908e-08,	87.7185,	1607.33,
67108864,	374,	2,	1,	0.065,	360,	8.241990000000001e-10,	6.74635e-08,	8.246290000000001e-08,	87.6545,	1611.28,
67108864,	375,	2,	1,	0.065,	360,	8.24402e-10,	6.773240000000001e-08,	8.272430000000001e-08,	87.5895,	1614.6,
67108864,	376,	2,	1,	0.065,	360,	8.24607e-10,	6.80127e-08,	8.29969e-08,	87.5234,	1618.55,
67108864,	377,	2,	1,	0.065,	360,	8.25856e-10,	6.83325e-08,	8.33441e-08,	87.64330000000001,	1623.7,
67108864,	378,	2,	1,	0.065,	360,	8.260640000000001e-10,	6.861400000000001e-08,	8.361740000000001e-08,	87.57469999999999,	1627.64,
67108864,	379,	2,	1,	0.065,	360,	8.26274e-10,	6.888500000000001e-08,	8.387990000000002e-08,	87.505,	1630.96,
67108864,	380,	2,	1,	0.065,	360,	8.264850000000001e-10,	6.916750000000001e-08,	8.41539e-08,	87.43430000000001,	1634.91,
67108864,	381,	2,	1,	0.065,	360,	8.275320000000001e-10,	6.94756e-08,	8.4497e-08,	87.6138,	1640.51,
67108864,	382,	2,	1,	0.065,	360,	8.27745e-10,	6.97593e-08,	8.47718e-08,	87.5416,	1644.46,
67108864,	383,	2,	1,	0.065,	360,	8.279600000000001e-10,	7.00324e-08,	8.50357e-08,	87.4683,	1647.78,
67108864,	384,	2,	1,	0.065,	360,	8.281750000000001e-10,	7.03539e-08,	8.53479e-08,	87.40039999999999,	1653.1,
67108864,	385,	2,	1,	0.065,	360,	8.29445e-10,	7.06785e-08,	8.56976e-08,	87.5026,	1658.23,
67108864,	386,	2,	1,	0.065,	360,	8.29664e-10,	7.097580000000002e-08,	8.5985e-08,	87.42569999999999,	1662.81,
67108864,	387,	2,	1,	0.065,	360,	8.298850000000001e-10,	7.12511e-08,	8.62502e-08,	87.3477,	1666.12,
67108864,	388,	2,	1,	0.065,	360,	8.301070000000001e-10,	7.153810000000001e-08,	8.6527e-08,	87.2688,	1670.07,
67108864,	389,	2,	1,	0.065,	360,	8.303300000000001e-10,	7.18144e-08,	8.67928e-08,	87.1888,	1673.38,
67108864,	390,	2,	1,	0.065,	360,	8.31388e-10,	7.213950000000001e-08,	8.71521e-08,	87.3642,	1679.67,
67108864,	391,	2,	1,	0.065,	360,	8.316130000000001e-10,	7.24172e-08,	8.7419e-08,	87.2887,	1683.0,
67108864,	392,	2,	1,	0.065,	360,	8.318400000000001e-10,	7.270640000000001e-08,	8.76973e-08,	87.2062,	1686.95,
67108864,	393,	2,	1,	0.065,	360,	8.331300000000001e-10,	7.30362e-08,	8.804980000000001e-08,	87.29650000000001,	1692.07,
67108864,	394,	2,	1,	0.065,	360,	8.333610000000001e-10,	7.332660000000001e-08,	8.832870000000001e-08,	87.21130000000001,	1696.02,
67108864,	395,	2,	1,	0.065,	360,	8.33592e-10,	7.3606e-08,	8.85964e-08,	87.1251,	1699.33,
67108864,	396,	2,	1,	0.065,	360,	8.338250000000001e-10,	7.38975e-08,	8.887600000000001e-08,	87.0379,	1703.28,
67108864,	397,	2,	1,	0.065,	360,	8.34892e-10,	7.421550000000001e-08,	8.92276e-08,	87.2102,	1708.96,
67108864,	398,	2,	1,	0.065,	360,	8.35127e-10,	7.454620000000001e-08,	8.95461e-08,	87.1281,	1714.3,
67108864,	399,	2,	1,	0.065,	360,	8.35363e-10,	7.48278e-08,	8.98153e-08,	87.0383,	1717.6,
67108864,	400,	2,	1,	0.065,	360,	8.356010000000001e-10,	7.51215e-08,	9.009640000000001e-08,	86.9475,	1721.55,
67108864,	401,	2,	1,	0.065,	360,	8.369120000000001e-10,	7.545650000000001e-08,	9.045180000000001e-08,	87.0259,	1726.66,
67108864,	402,	2,	1,	0.065,	360,	8.379870000000001e-10,	7.580130000000001e-08,	9.082970000000001e-08,	87.1962,	1733.69,
67108864,	403,	2,	1,	0.065,	360,	8.382290000000001e-10,	7.6085e-08,	9.110020000000001e-08,	87.1023,	1736.99,
67108864,	404,	2,	1,	0.065,	360,	8.38472e-10,	7.63811e-08,	9.138290000000001e-08,	87.0073,	1740.95,
67108864,	405,	2,	1,	0.065,	360,	8.38717e-10,	7.66662e-08,	9.16544e-08,	86.91760000000001,	1744.28,
67108864,	406,	2,	1,	0.065,	360,	8.389630000000001e-10,	7.69691e-08,	9.19435e-08,	86.82060000000001,	1748.24,
67108864,	407,	2,	1,	0.065,	360,	8.400430000000001e-10,	7.72935e-08,	9.23006e-08,	86.9888,	1753.97,
67108864,	408,	2,	1,	0.065,	360,	8.402910000000001e-10,	7.759170000000001e-08,	9.25847e-08,	86.89030000000001,	1757.94,
67108864,	409,	2,	1,	0.065,	360,	8.416240000000001e-10,	7.793200000000001e-08,	9.294320000000001e-08,	86.9579,	1763.05,
67108864,	410,	2,	1,	0.065,	360,	8.418750000000001e-10,	7.82314e-08,	9.322790000000001e-08,	86.8567,	1767.01,
67108864,	411,	2,	1,	0.065,	360,	8.421290000000001e-10,	7.851940000000001e-08,	9.350100000000001e-08,	86.75460000000001,	1770.3,
67108864,	412,	2,	1,	0.065,	360,	8.432150000000001e-10,	7.889830000000001e-08,	9.391240000000001e-08,	86.92760000000001,	1778.12,
67108864,	413,	2,	1,	0.065,	360,	8.43471e-10,	7.91874e-08,	9.418630000000001e-08,	86.8239,	1781.42,
67108864,	414,	2,	1,	0.065,	360,	8.43727e-10,	7.94891e-08,	9.44726e-08,	86.71910000000001,	1785.39,
67108864,	415,	2,	1,	0.065,	360,	8.439850000000001e-10,	7.977920000000001e-08,	9.474720000000002e-08,	86.61330000000001,	1788.68,
67108864,	416,	2,	1,	0.065,	360,	8.45077e-10,	8.01214e-08,	9.51214e-08,	86.778,	1795.14,
67108864,	417,	2,	1,	0.065,	360,	8.464310000000001e-10,	8.0467e-08,	9.54831e-08,	86.8347,	1800.25,
67108864,	418,	2,	1,	0.065,	360,	8.46694e-10,	8.07832e-08,	9.5783e-08,	86.7258,	1804.91,
67108864,	419,	2,	1,	0.065,	360,	8.46957e-10,	8.107590000000001e-08,	9.60593e-08,	86.6224,	1808.23,
67108864,	420,	2,	1,	0.065,	360,	8.48055e-10,	8.14207e-08,	9.643600000000002e-08,	86.7855,	1814.72,
